age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,anomaly
19,0,371827,11,9,4,0,3,4,1,0,0,40,32,0,-1
41,1,564135,12,14,2,4,0,4,1,0,0,40,39,1,-1
49,4,198759,7,12,2,12,0,4,1,15024,0,60,39,1,-1
57,4,250201,1,7,2,8,0,4,1,0,0,52,39,0,-1
17,4,100828,15,10,4,1,3,4,1,0,0,20,39,0,-1
49,4,31264,11,9,0,1,1,4,0,0,0,35,39,0,-1
39,4,202027,14,15,2,10,0,4,1,0,0,45,39,1,-1
21,4,35424,15,10,4,12,3,4,0,0,0,25,39,0,-1
44,4,152629,9,13,2,1,0,4,1,3103,0,40,39,1,-1
53,6,151159,0,6,3,14,1,4,1,0,0,99,39,0,-1
26,4,410240,1,7,4,3,1,4,1,0,0,40,39,0,-1
48,4,138970,9,13,2,4,0,4,1,0,0,45,39,1,-1
39,4,269722,9,13,2,4,0,4,1,0,0,70,39,0,-1
36,4,143486,11,9,2,14,0,4,1,7298,0,50,39,1,-1
60,4,160625,11,9,2,10,0,4,1,5013,0,40,39,0,-1
50,4,140516,11,9,2,11,0,4,1,0,0,40,39,1,-1
30,4,186932,9,13,2,4,0,4,1,0,0,70,39,0,-1
65,6,223580,15,10,2,7,0,4,1,6514,0,40,39,1,-1
67,0,407618,6,5,0,0,1,4,0,2050,0,40,39,0,-1
62,5,197060,8,11,2,4,0,4,1,0,0,50,39,0,-1
24,4,284317,9,13,4,8,3,4,0,0,0,30,39,0,-1
27,4,47907,9,13,4,10,1,4,0,0,0,48,39,0,-1
38,4,119177,9,13,2,12,0,4,1,0,0,40,39,1,-1
45,4,327886,14,15,4,10,1,4,1,0,0,40,39,1,-1
46,6,110015,5,4,2,4,0,4,1,0,0,75,12,0,-1
31,2,50442,15,10,4,1,3,0,0,0,0,25,39,0,-1
56,4,290641,9,13,2,4,0,4,1,0,0,50,39,1,-1
60,0,191118,11,9,2,0,0,4,1,0,1848,40,39,1,-1
25,4,34402,9,13,4,4,1,4,1,0,1590,60,39,0,-1
46,1,39606,12,14,2,4,0,4,1,0,0,40,9,1,-1
44,5,95150,15,10,2,4,0,4,1,0,0,50,39,1,-1
63,4,102479,9,13,0,4,1,4,0,0,0,40,39,0,-1
60,0,124487,15,10,0,0,1,4,0,0,0,40,39,1,-1
46,5,283004,8,11,0,4,4,1,0,0,0,63,37,0,-1
24,4,33616,11,9,4,8,4,4,0,0,0,35,39,0,-1
47,2,121124,12,14,2,10,0,4,1,0,0,35,39,1,-1
47,1,282830,7,12,2,1,0,2,1,0,0,40,39,1,-1
69,4,165017,11,9,6,7,4,4,1,2538,0,40,39,0,-1
32,4,131584,11,9,2,12,0,4,1,7298,0,40,39,1,-1
51,4,427781,11,9,2,14,0,2,1,0,0,40,39,0,-1
36,4,334291,11,9,2,12,0,4,1,0,0,40,39,1,-1
32,4,187560,14,15,2,10,0,4,1,3908,0,40,39,0,-1
27,4,204497,0,6,0,14,1,0,1,0,0,75,39,0,-1
60,4,230545,5,4,0,1,1,4,0,0,0,35,5,0,-1
39,4,288551,15,10,2,3,0,2,1,0,0,52,39,1,-1
69,6,104003,5,4,2,12,0,4,1,0,0,55,39,0,-1
54,5,124963,9,13,2,4,0,4,1,0,0,40,39,1,-1
63,4,108097,15,10,2,3,0,4,1,10566,0,45,39,0,-1
64,4,92115,15,10,2,1,0,4,1,0,0,40,39,0,-1
26,4,33610,11,9,4,3,2,4,1,0,0,60,39,0,-1
55,7,175127,9,13,2,1,0,4,1,7688,0,38,39,1,-1
37,4,254973,11,9,2,6,5,4,0,0,0,40,39,1,-1
37,4,95336,0,6,4,7,1,4,1,0,0,65,39,0,-1
63,4,346975,9,13,2,10,5,4,0,7688,0,36,39,1,-1
19,4,138153,15,10,4,1,3,4,0,0,0,10,39,0,-1
57,2,174132,12,14,2,10,5,2,0,0,1977,40,39,1,-1
31,4,182237,7,12,2,12,0,4,1,4386,0,45,39,1,-1
20,0,111252,15,10,4,0,3,4,0,0,0,30,39,0,-1
58,2,217775,11,9,2,4,0,4,1,7298,0,40,39,1,-1
20,0,168863,15,10,4,0,3,4,0,0,0,20,39,0,-1
25,4,394503,15,10,2,12,0,4,1,0,0,40,39,0,-1
18,4,125441,1,7,4,8,3,4,1,1055,0,20,39,0,-1
29,4,282944,10,16,2,10,0,4,1,0,0,50,39,1,-1
61,6,24046,11,9,6,8,2,4,0,0,0,40,39,0,-1
26,7,208122,9,13,4,10,1,4,1,0,0,15,39,0,-1
56,4,176118,11,9,2,3,0,4,1,3103,0,40,39,1,-1
40,4,99434,11,9,2,8,5,4,0,0,0,12,39,0,-1
28,4,259840,9,13,2,12,0,4,1,0,0,60,39,1,-1
28,4,183639,9,13,4,1,1,4,1,0,0,21,39,0,-1
38,4,342448,15,10,2,4,0,4,1,0,0,55,39,1,-1
47,7,469907,7,12,2,11,0,4,1,0,1740,40,39,0,-1
44,7,33658,12,14,2,10,0,4,1,7688,0,50,39,1,-1
50,4,400630,14,15,2,10,0,4,1,0,0,36,39,1,-1
73,6,161251,11,9,6,3,1,4,1,0,0,24,39,0,-1
64,0,143716,12,14,2,0,0,4,1,0,0,2,39,0,-1
52,4,145409,15,10,2,14,0,4,1,15024,0,60,2,1,-1
24,4,39615,9,13,4,12,1,4,1,0,0,45,39,0,-1
44,4,104440,9,13,2,4,0,4,1,0,0,40,39,1,-1
61,6,503675,15,10,2,12,0,2,1,0,0,60,39,1,-1
58,4,306233,9,13,2,12,0,4,1,15024,0,40,39,1,-1
51,4,216475,9,13,4,12,1,4,0,0,1564,43,39,1,-1
49,4,50748,15,10,0,12,4,4,0,0,0,55,9,0,-1
23,4,107190,15,10,4,1,3,2,1,0,0,20,39,0,-1
21,4,83141,11,9,4,5,1,4,1,0,0,53,39,0,-1
56,4,444089,1,7,0,12,1,4,0,0,0,40,39,0,-1
37,1,33487,15,10,0,13,4,0,0,0,0,20,39,0,-1
41,4,65372,10,16,0,12,4,4,0,0,0,50,39,1,-1
35,4,343403,10,16,2,13,5,4,0,0,0,20,0,0,-1
59,5,107287,0,6,6,4,4,4,0,0,2559,50,39,1,-1
22,0,182771,8,11,4,0,3,1,1,0,0,20,39,0,-1
30,4,110643,12,14,2,1,0,4,1,4386,0,40,39,1,-1
20,6,112137,15,10,4,10,2,1,0,0,0,20,35,0,-1
49,6,110457,15,10,2,3,0,4,1,0,0,50,39,1,-1
46,1,297906,9,13,2,10,0,1,1,0,0,50,39,1,-1
19,4,151506,11,9,4,8,3,4,0,0,0,30,39,0,-1
56,6,233312,12,14,2,3,0,4,1,0,0,50,39,1,-1
58,2,98361,11,9,2,4,0,4,1,0,0,50,39,0,-1
56,4,274111,9,13,2,1,0,4,1,0,0,45,39,1,-1
56,4,160932,11,9,2,14,0,4,1,0,0,44,39,1,-1
28,0,291374,11,9,5,0,4,2,0,0,0,30,39,0,-1
31,6,204052,11,9,2,3,0,4,1,0,0,40,39,1,-1
18,4,74054,1,7,4,12,3,3,0,0,0,20,0,0,-1
31,4,104509,9,13,4,12,1,4,0,0,0,65,39,1,-1
38,2,185394,9,13,2,10,5,4,0,7688,0,40,39,1,-1
44,2,254146,12,14,2,10,0,4,1,0,0,40,39,1,-1
55,5,227856,9,13,2,4,0,4,1,0,2415,50,39,1,-1
19,4,183041,11,9,4,8,3,4,1,0,0,20,39,0,-1
45,4,107682,12,14,0,4,1,4,0,0,0,40,39,1,-1
50,5,287598,15,10,2,3,0,4,1,0,0,70,39,0,-1
41,5,194636,9,13,2,12,0,4,1,99999,0,65,39,1,-1
37,4,32709,9,13,2,13,5,4,0,0,0,40,39,1,-1
37,6,24106,11,9,2,13,0,4,1,0,0,30,39,0,-1
45,6,40666,8,11,2,5,0,4,1,0,0,60,39,0,-1
32,4,182975,15,10,4,13,1,4,0,0,0,20,39,0,-1
57,0,208311,9,13,2,0,0,4,1,0,0,80,39,1,-1
32,4,152940,15,10,2,12,0,4,1,0,0,40,39,1,-1
43,4,243580,9,13,2,10,0,4,1,0,0,40,39,1,-1
46,4,182128,12,14,0,10,4,4,0,6497,0,50,39,0,-1
34,2,177675,15,10,4,11,1,4,1,0,0,50,39,1,-1
36,4,357619,9,13,2,4,5,4,0,0,0,60,11,0,-1
23,4,435835,11,9,4,12,1,4,1,0,1669,55,39,0,-1
22,4,71469,7,12,4,12,3,4,0,0,0,25,39,0,-1
19,4,229745,11,9,4,5,3,4,1,0,0,20,39,0,-1
47,4,284916,11,9,2,12,0,4,1,7298,0,45,39,1,-1
46,4,28419,8,11,4,14,1,4,1,0,0,50,39,0,-1
47,4,26950,12,14,0,12,1,4,0,0,0,6,39,0,-1
47,6,107231,10,16,2,10,0,4,1,0,0,35,39,1,-1
52,2,512103,15,10,0,14,1,4,0,0,0,40,39,0,-1
58,4,314153,11,9,2,12,0,4,1,0,0,40,39,1,-1
54,6,82551,8,11,2,13,2,4,0,0,0,10,39,0,-1
20,4,42706,15,10,4,1,1,4,1,0,0,25,39,0,-1
25,6,108001,6,5,4,3,1,4,1,0,0,15,39,0,-1
69,6,128206,11,9,2,13,0,4,1,0,0,30,39,0,-1
28,4,224634,9,13,2,10,5,4,0,0,0,45,39,1,-1
20,4,362999,15,10,4,1,3,4,0,0,0,20,39,0,-1
21,4,346693,5,4,4,5,4,4,1,0,0,40,39,0,-1
37,4,175759,9,13,2,13,0,4,1,0,0,40,39,1,-1
25,0,219987,7,12,2,0,0,4,1,0,0,13,39,0,-1
34,4,118710,8,11,2,8,0,4,1,0,0,40,39,1,-1
47,4,118972,11,9,2,14,0,4,1,0,0,50,39,1,-1
48,4,38950,11,9,2,13,0,4,1,0,0,89,39,0,-1
42,5,277256,10,16,2,10,0,4,1,0,1977,60,39,1,-1
20,4,209955,15,10,4,8,3,4,1,0,0,25,39,0,-1
52,4,99736,12,14,0,10,4,4,1,15020,0,50,39,1,-1
36,4,284166,11,9,4,12,4,4,1,0,0,60,39,1,-1
18,4,716066,0,6,4,7,3,4,1,0,0,30,39,0,-1
26,4,109080,15,10,2,12,0,4,1,0,0,60,39,0,-1
39,4,85319,14,15,2,10,5,4,0,7688,0,60,39,1,-1
20,7,340475,15,10,4,1,3,4,0,0,0,10,39,0,-1
39,4,487486,11,9,6,6,4,4,1,0,0,40,0,0,-1
68,0,484298,1,7,2,0,0,4,1,0,0,30,39,0,-1
24,4,209770,9,13,4,10,1,4,0,0,0,8,39,0,-1
20,4,317443,15,10,4,1,3,2,0,0,0,15,39,0,-1
64,0,140237,13,1,2,0,0,4,1,0,0,40,39,0,-1
38,4,101978,15,10,5,7,1,4,1,0,2258,55,39,1,-1
22,4,335453,11,9,4,1,1,4,0,0,0,60,39,0,-1
56,4,318329,11,9,2,7,0,4,1,0,0,40,39,0,-1
24,6,81145,15,10,4,8,1,4,0,0,0,75,39,0,-1
19,4,188815,11,9,4,8,3,4,0,34095,0,20,39,0,-1
67,6,226092,15,10,2,5,0,4,1,0,0,44,39,0,-1
20,4,212668,15,10,4,12,3,4,0,0,0,30,39,0,-1
65,0,221881,1,7,2,0,0,4,1,0,0,40,26,0,-1
37,2,218184,9,13,2,10,0,4,1,0,1887,40,39,1,-1
64,2,202984,11,9,2,3,0,4,1,3137,0,40,39,0,-1
48,4,20296,11,9,0,1,1,4,0,0,0,37,39,1,-1
63,6,35021,9,13,2,10,0,1,1,0,1977,32,3,1,-1
40,6,238574,14,15,2,10,0,4,1,0,0,55,39,1,-1
40,4,192381,15,10,2,3,0,4,1,0,0,50,39,1,-1
25,4,479765,5,4,4,12,2,4,1,0,0,45,13,0,-1
45,5,34091,9,13,2,4,0,4,1,0,0,38,39,1,-1
30,4,151773,15,10,2,7,0,4,1,0,0,40,39,1,-1
63,4,135339,11,9,2,1,0,1,1,2105,0,40,40,0,-1
27,2,52156,15,10,2,11,0,4,1,0,0,60,39,0,-1
39,7,343646,9,13,0,11,1,4,1,0,0,40,26,1,-1
42,6,198692,15,10,2,3,0,4,1,0,0,45,39,1,-1
19,4,266635,11,9,4,8,3,2,1,0,0,30,39,0,-1
47,6,315110,15,10,2,10,0,4,1,0,0,20,39,0,-1
29,4,126060,11,9,2,12,5,4,0,0,0,40,39,1,-1
27,4,233421,15,10,4,1,3,4,1,0,0,20,39,0,-1
18,4,260801,11,9,4,6,3,4,1,0,0,20,39,0,-1
41,4,444743,11,9,0,13,4,4,0,0,0,40,39,0,-1
21,4,65225,15,10,4,1,1,4,0,0,0,30,39,0,-1
38,4,164050,15,10,2,11,0,2,1,0,0,40,39,1,-1
18,4,236262,1,7,4,6,3,4,1,0,0,12,39,0,-1
48,4,166929,9,13,2,1,0,4,1,0,0,45,0,1,-1
40,6,55363,11,9,2,3,0,4,1,3411,0,40,39,0,-1
42,7,102343,14,15,2,10,0,1,1,0,0,72,19,1,-1
19,4,226913,15,10,4,12,3,4,0,0,0,20,39,0,-1
36,4,129573,7,12,2,12,0,4,1,0,0,60,39,1,-1
50,1,69345,7,12,2,4,0,4,1,0,0,60,39,0,-1
35,4,192626,15,10,2,10,0,4,1,0,0,50,39,1,-1
41,4,227890,15,10,0,3,1,4,1,0,0,46,39,1,-1
33,4,101352,14,15,4,10,1,4,0,0,0,50,39,1,-1
49,4,82572,15,10,4,8,1,4,0,0,0,60,39,0,-1
28,4,132686,15,10,2,4,0,4,1,0,0,40,39,1,-1
49,2,149210,9,13,2,11,0,2,1,15024,0,40,39,1,-1
47,5,483596,11,9,2,4,0,4,1,2885,0,32,39,0,-1
42,7,104663,10,16,4,4,1,4,0,0,0,40,22,1,-1
30,4,347166,11,9,4,4,1,4,1,0,0,60,39,0,-1
53,4,30290,11,9,4,12,1,4,0,0,0,40,39,0,-1
54,7,93449,12,14,2,10,0,1,1,0,0,40,19,1,-1
47,5,116927,11,9,2,4,0,4,1,0,0,42,39,1,-1
35,4,164526,11,9,2,8,0,4,1,0,0,40,41,1,-1
39,7,201105,9,13,2,4,5,4,0,0,0,55,39,1,-1
53,4,141388,11,9,2,14,0,4,1,0,0,40,39,1,-1
31,7,75755,10,16,2,4,0,4,1,7298,0,55,39,1,-1
63,4,133144,11,9,2,10,0,4,1,0,0,45,39,0,-1
21,6,318865,15,10,4,8,3,4,1,0,0,30,39,0,-1
59,4,109638,11,9,2,3,0,4,1,0,0,40,39,1,-1
66,0,376028,11,9,2,0,5,4,0,0,0,20,39,0,-1
19,4,144161,11,9,4,14,3,4,1,0,0,30,39,0,-1
23,4,398904,9,13,2,10,5,4,0,0,0,40,39,0,-1
20,4,225395,5,4,4,7,2,4,0,0,0,60,26,0,-1
38,4,33975,11,9,2,4,2,4,1,0,0,40,39,1,-1
49,4,147032,11,9,2,8,5,1,0,0,0,8,30,0,-1
64,4,174826,11,9,0,7,1,4,0,0,0,40,39,0,-1
60,2,232769,1,7,2,14,0,4,1,0,0,20,39,0,-1
25,4,36984,9,13,4,10,1,4,0,0,0,50,39,0,-1
21,4,292264,11,9,4,3,1,4,1,0,0,35,39,0,-1
26,4,303973,11,9,4,9,2,4,0,0,1602,15,26,0,-1
23,4,287988,15,10,4,1,1,4,1,0,0,20,39,0,-1
67,5,330144,12,14,2,12,0,4,1,0,0,48,39,1,-1
53,7,104501,10,16,2,10,0,4,1,0,0,40,0,1,-1
60,6,525878,11,9,2,4,0,2,1,0,0,40,39,0,-1
21,4,68358,15,10,4,12,3,4,0,0,0,20,39,0,-1
40,4,220589,15,10,2,12,5,4,0,0,0,40,39,1,-1
44,6,197558,14,15,2,10,0,4,1,0,0,70,39,1,-1
27,4,423250,15,10,2,4,0,4,1,0,0,60,39,0,-1
34,6,29254,15,10,2,3,0,4,1,0,0,55,39,1,-1
20,0,308924,15,10,4,0,3,4,1,0,0,25,39,0,-1
37,4,213841,15,10,2,3,0,4,1,0,0,50,39,1,-1
52,4,181677,0,6,2,14,0,4,1,0,0,30,39,1,-1
46,2,222115,9,13,0,1,1,4,0,99999,0,40,39,1,-1
25,7,194954,15,10,2,8,5,4,0,0,0,15,39,0,-1
37,4,538443,11,9,0,3,1,4,1,14344,0,40,39,1,-1
18,0,192399,15,10,4,0,3,4,1,0,0,60,39,0,-1
42,4,383493,12,14,2,10,0,4,1,0,0,50,39,1,-1
60,4,193235,7,12,2,1,0,4,1,0,0,24,39,0,-1
37,5,99452,15,10,2,14,0,4,1,0,0,55,39,1,-1
42,2,238188,12,14,2,10,0,4,1,0,0,35,39,1,-1
17,4,95909,1,7,4,6,3,4,1,0,0,12,39,0,-1
41,4,82319,2,8,2,8,5,4,0,0,0,10,39,0,-1
34,4,182274,15,10,2,4,5,4,0,0,1887,40,39,1,-1
19,4,104830,5,4,4,14,4,4,1,0,0,25,13,0,-1
49,1,110373,15,10,2,13,0,4,1,0,0,40,39,1,-1
47,6,213668,14,15,2,10,0,4,1,0,1977,50,39,1,-1
39,2,116666,11,9,4,11,3,0,1,4650,0,48,39,0,-1
42,4,136986,11,9,2,4,0,4,1,0,0,35,39,1,-1
41,4,179580,15,10,0,8,1,4,0,0,0,36,39,1,-1
23,4,103277,15,10,0,8,3,4,0,0,0,24,39,0,-1
36,2,191161,15,10,2,11,0,4,1,0,0,57,39,1,-1
20,4,148709,15,10,4,10,4,4,0,0,0,25,39,0,-1
50,4,144361,11,9,2,7,0,4,1,0,0,50,39,1,-1
25,4,102476,9,13,4,5,3,4,1,27828,0,50,39,1,-1
39,4,46028,15,10,0,8,4,4,0,0,0,60,39,0,-1
29,4,233421,9,13,2,3,0,4,1,3411,0,45,39,0,-1
50,4,378747,11,9,2,14,0,2,1,0,0,40,39,0,-1
42,4,31251,8,11,2,12,0,4,1,0,0,37,39,0,-1
48,4,194772,7,12,2,12,0,4,1,0,1902,40,39,1,-1
20,4,34568,11,9,2,3,0,4,1,3781,0,35,39,0,-1
50,6,36480,0,6,0,3,1,4,1,0,0,45,39,0,-1
18,4,116528,15,10,4,3,1,4,1,0,0,30,39,0,-1
60,4,52152,12,14,4,10,1,4,1,0,0,50,39,0,-1
42,2,227065,12,14,4,10,1,4,1,0,0,22,39,0,-1
59,4,115414,15,10,2,4,0,4,1,0,0,40,39,1,-1
24,5,493034,11,9,4,8,1,2,1,13550,0,50,39,1,-1
55,4,354923,7,12,0,1,4,4,0,0,0,40,39,0,-1
19,4,393712,11,9,4,1,3,4,0,0,0,20,39,0,-1
44,4,172479,9,13,2,10,0,4,1,7688,0,40,39,1,-1
23,4,394612,9,13,4,13,3,2,1,0,0,40,39,0,-1
55,6,183810,12,14,2,10,0,4,1,0,0,55,39,1,-1
46,4,219021,11,9,2,14,0,4,1,15024,0,44,39,1,-1
23,4,273206,9,13,4,1,1,4,0,0,0,23,39,0,-1
47,5,332355,12,14,2,4,0,4,1,15024,0,50,39,1,-1
23,4,102729,15,10,4,12,3,4,0,0,0,15,39,0,-1
22,7,292933,9,13,4,1,3,4,0,0,0,10,39,0,-1
18,4,135924,11,9,4,1,3,4,1,0,0,20,39,0,-1
37,4,99146,9,13,2,4,0,4,1,0,1977,50,39,1,-1
34,4,27409,6,5,2,3,0,4,1,0,0,50,39,0,-1
62,6,102631,15,10,6,5,4,4,0,0,0,50,39,0,-1
34,4,434292,11,9,2,8,0,2,1,0,0,30,39,0,-1
46,4,295791,11,9,0,13,1,4,0,0,0,30,39,0,-1
46,4,114032,15,10,2,13,0,4,1,0,1887,45,39,1,-1
23,2,496382,15,10,3,1,3,4,0,0,0,40,13,0,-1
33,4,376483,9,13,2,1,5,2,0,0,0,30,39,0,-1
21,4,246207,15,10,4,1,3,2,0,0,0,20,39,0,-1
18,0,80564,11,9,4,0,3,4,1,0,0,60,39,0,-1
36,4,83089,4,3,2,7,0,4,1,7298,0,40,26,1,-1
36,4,199739,11,9,2,14,0,4,1,7298,0,60,39,1,-1
24,4,180060,7,12,4,3,1,4,1,2354,0,40,39,0,-1
33,6,48189,11,9,2,11,0,4,1,0,0,30,39,0,-1
20,4,432154,11,9,4,12,3,4,0,0,0,8,26,0,-1
47,4,123207,11,9,2,1,5,4,0,0,0,20,39,1,-1
17,4,110798,1,7,4,12,3,4,0,0,0,20,39,0,-1
23,4,528616,4,3,2,8,0,4,1,0,0,40,26,0,-1
39,4,272950,9,13,2,3,0,4,1,0,0,45,39,1,-1
21,4,197583,15,10,4,1,3,4,0,0,0,20,39,0,-1
54,2,31533,12,14,2,1,0,4,1,7298,0,40,39,1,-1
29,2,30069,11,9,2,8,5,4,0,2635,0,40,39,0,-1
68,0,170182,15,10,4,0,4,2,0,0,0,40,39,0,-1
27,2,230885,9,13,2,11,0,4,1,0,0,45,39,1,-1
54,4,174102,15,10,4,4,1,4,1,0,0,40,39,1,-1
38,4,241153,12,14,2,4,0,4,1,0,0,48,39,1,-1
19,4,331556,0,6,4,8,1,4,0,0,0,40,39,0,-1
21,0,138575,11,9,4,0,2,4,1,0,0,60,39,0,-1
39,4,115418,15,10,4,1,3,4,0,2174,0,45,39,0,-1
41,4,147206,2,8,2,6,0,4,1,0,0,40,39,1,-1
70,6,150886,15,10,2,3,0,4,1,0,0,25,39,0,-1
83,4,195507,11,9,6,11,1,4,1,0,0,55,39,0,-1
18,4,120544,6,5,4,8,3,2,1,0,0,15,39,0,-1
43,4,208277,12,14,2,10,5,4,0,0,0,45,39,1,-1
48,2,39464,12,14,4,10,1,4,0,0,0,52,39,0,-1
53,4,123011,11,9,0,14,1,4,1,0,0,40,39,1,-1
66,6,291362,14,15,2,10,0,4,1,0,0,50,39,0,-1
31,4,159187,15,10,2,3,0,4,1,0,0,40,39,1,-1
47,5,173783,9,13,2,12,0,4,1,15024,0,60,39,1,-1
74,4,211075,11,9,2,4,0,4,1,0,0,40,39,1,-1
37,4,176756,15,10,2,1,0,2,1,0,1485,70,39,1,-1
35,6,31095,15,10,5,5,1,4,1,4101,0,60,39,0,-1
51,6,32372,9,13,2,4,0,4,1,0,1672,70,39,0,-1
51,2,146325,10,16,2,10,0,4,1,0,1887,40,39,1,-1
26,4,515025,0,6,2,6,5,4,0,0,0,40,39,0,-1
53,4,394474,7,12,4,1,4,2,0,0,0,40,39,0,-1
32,4,400535,11,9,2,3,0,4,1,3781,0,40,39,0,-1
62,0,225657,11,9,2,0,0,4,1,0,0,24,39,0,-1
21,4,396790,11,9,4,14,3,2,1,0,0,20,39,0,-1
46,2,149949,9,13,2,10,0,4,1,0,0,45,39,1,-1
33,4,170769,10,16,0,12,1,4,1,99999,0,60,39,1,-1
71,6,238479,0,6,2,3,0,4,1,0,0,8,39,0,-1
27,4,37754,15,10,2,5,0,4,1,0,0,80,39,0,-1
64,4,256466,11,9,2,13,0,1,1,0,0,60,30,1,-1
36,4,210945,9,13,2,10,0,4,1,0,0,40,39,1,-1
39,2,287031,12,14,2,10,0,4,1,0,0,45,39,1,-1
43,4,120277,11,9,2,3,0,4,1,0,0,40,39,1,-1
50,6,170562,7,12,2,11,0,4,1,0,0,20,39,0,-1
41,2,112763,12,14,0,10,4,4,0,7430,0,36,39,1,-1
20,4,141481,1,7,2,12,2,4,0,0,0,50,39,0,-1
37,4,433491,11,9,4,8,3,4,1,0,0,40,39,0,-1
39,4,125550,11,9,2,1,5,4,0,0,0,40,39,1,-1
46,7,421223,15,10,4,4,1,4,0,0,0,40,39,0,-1
36,6,241998,15,10,2,12,0,4,1,99999,0,20,39,1,-1
44,4,115323,12,14,2,4,0,4,1,0,0,40,39,1,-1
34,5,23778,9,13,0,4,1,4,1,0,0,50,39,0,-1
28,6,190836,11,9,2,12,0,4,1,0,0,50,39,1,-1
38,5,159179,14,15,2,10,0,4,1,0,0,45,39,1,-1
64,0,205479,9,13,2,0,0,4,1,0,0,50,39,1,-1
19,0,47713,15,10,4,0,3,4,0,0,0,40,39,0,-1
35,4,163237,9,13,2,12,0,4,1,0,0,52,39,1,-1
34,4,52537,11,9,4,14,4,2,1,0,0,30,39,0,-1
27,4,38353,8,11,2,12,0,4,1,0,0,60,39,0,-1
19,4,175652,1,7,4,8,2,4,0,0,0,15,39,0,-1
51,4,196501,9,13,0,4,1,4,1,14084,0,50,39,1,-1
63,4,118798,11,9,2,3,0,4,1,99999,0,40,39,1,-1
20,7,125165,15,10,4,1,3,4,0,0,0,25,39,0,-1
41,0,277390,9,13,2,0,5,4,0,0,0,30,39,1,-1
49,4,122177,11,9,4,6,3,4,1,0,0,80,39,0,-1
19,0,204441,11,9,4,0,2,2,1,0,0,20,39,0,-1
19,4,164395,11,9,4,1,3,4,0,0,0,25,39,0,-1
18,4,115630,1,7,4,1,3,2,1,0,0,20,39,0,-1
60,6,168223,9,13,0,10,1,4,0,0,0,30,39,0,-1
38,4,100295,5,4,2,7,5,4,0,0,0,50,2,1,-1
36,4,172256,11,9,2,7,0,4,1,0,0,44,39,1,-1
60,7,358893,9,13,0,10,1,4,0,0,2339,40,39,0,-1
22,4,333910,15,10,4,13,1,4,0,0,0,43,39,0,-1
48,7,130561,15,10,4,10,1,2,0,0,0,24,39,0,-1
46,4,428350,11,9,2,8,3,4,0,0,0,15,39,0,-1
43,4,188808,12,14,2,4,0,4,1,0,0,45,39,1,-1
61,5,156653,11,9,0,12,1,4,1,0,0,55,39,0,-1
65,2,254413,15,10,0,4,1,4,0,0,0,40,39,0,-1
43,6,154785,9,13,2,7,5,1,0,0,0,80,37,0,-1
22,0,32732,15,10,4,0,3,4,1,0,0,50,39,0,-1
46,2,375675,2,8,2,8,0,4,1,0,0,35,39,1,-1
39,4,326342,1,7,2,8,0,2,1,2635,0,37,39,0,-1
34,4,77271,11,9,4,4,4,4,0,0,0,20,9,0,-1
30,4,446358,11,9,4,1,4,4,1,0,0,41,39,0,-1
44,4,125461,12,14,2,4,0,4,1,0,0,35,39,1,-1
43,1,203637,9,13,2,1,0,4,1,7298,0,40,39,1,-1
20,4,121023,15,10,4,1,3,4,0,0,0,15,39,0,-1
29,4,198997,11,9,2,1,5,4,0,0,0,20,39,0,-1
38,4,167140,14,15,2,10,0,4,1,99999,0,70,39,1,-1
20,4,38772,0,6,4,6,4,4,1,0,0,50,39,0,-1
27,4,130067,15,10,4,4,1,4,0,0,0,65,39,0,-1
62,7,221558,12,14,5,10,4,4,0,0,0,24,0,0,-1
31,4,339482,11,9,2,3,0,4,1,0,1848,40,39,1,-1
19,4,91928,15,10,4,8,2,4,0,0,0,35,39,0,-1
31,5,455995,15,10,4,4,1,4,1,0,0,65,39,1,-1
65,6,111483,15,10,2,4,0,4,1,0,2174,10,39,1,-1
17,4,221129,6,5,2,8,0,4,1,0,0,40,39,0,-1
60,4,85413,11,9,2,14,0,4,1,0,0,44,39,1,-1
53,4,177727,11,9,2,7,0,4,1,0,0,40,39,1,-1
18,4,183315,1,7,4,12,3,2,0,0,0,10,39,0,-1
38,1,122493,9,13,2,10,0,4,1,4064,0,40,39,0,-1
57,5,61885,11,9,2,10,0,2,1,0,0,60,39,1,-1
43,4,59107,11,9,5,8,1,4,0,4101,0,40,39,0,-1
64,4,239450,15,10,2,12,0,4,1,0,0,40,39,0,-1
18,4,118847,2,8,4,12,3,4,0,0,0,20,39,0,-1
17,0,659273,1,7,4,0,3,2,0,0,0,40,38,0,-1
45,6,91044,12,14,0,10,1,4,0,0,0,15,39,0,-1
27,4,318639,0,6,4,8,1,4,1,0,0,60,26,0,-1
58,6,216824,11,9,2,5,0,1,1,0,0,30,39,0,-1
35,4,308945,11,9,0,13,4,4,0,0,0,75,39,0,-1
47,4,30840,12,14,0,10,1,4,1,0,0,40,39,1,-1
27,4,188576,9,13,5,10,1,1,1,0,0,40,30,1,-1
46,4,83064,7,12,2,7,0,4,1,0,0,40,39,1,-1
24,4,403865,15,10,2,3,0,4,1,0,0,56,39,0,-1
40,4,235786,15,10,2,3,0,4,1,0,0,44,39,1,-1
31,2,149184,9,13,2,11,0,4,1,0,0,97,39,1,-1
